TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
43.76547;3.153507;-0.07395153;0.9282894;0.5060546;-0.7250497;1.298154;1.296921;-0.65109817;0.3698646;0.7908664
43.7905;3.178542;-0.07395153;0.9282894;0.5060546;-0.7267051;1.299304;1.2992;-0.65275357;0.3710146;0.7931454
43.81296;3.200995;-0.07395153;0.9282894;0.5060546;-0.7283604;1.300454;1.30148;-0.65440887;0.3721646;0.7954254
43.83829;3.226333;-0.07395153;0.9282894;0.5060546;-0.7300158;1.301603;1.303759;-0.65606427;0.3733136;0.7977044
43.86144;3.249481;-0.07395153;0.9282894;0.5060546;-0.7333264;1.303903;1.308318;-0.65937487;0.3756136;0.8022634
43.88308;3.27112;-0.07395153;0.9282894;0.5060546;-0.7349818;1.305053;1.310597;-0.66103027;0.3767636;0.8045424
43.90855;3.296587;-0.07395153;0.9282894;0.5060546;-0.7366371;1.306203;1.312877;-0.66268557;0.3779136;0.8068224
43.9317;3.319744;-0.07395153;0.9282894;0.5060546;-0.7382925;1.307353;1.315156;-0.66434097;0.3790636;0.8091014
43.95578;3.34382;-0.07395153;0.9282894;0.5060546;-0.7399478;1.308503;1.317436;-0.66599627;0.3802136;0.8113814
43.97631;3.364357;-0.07395153;0.9282894;0.5060546;-0.7416031;1.309653;1.319715;-0.66765157;0.3813636;0.8136604
44.00151;3.389556;-0.07395153;0.9282894;0.5060546;-0.7449138;1.311952;1.324274;-0.67096227;0.3836626;0.8182194
44.02332;3.411362;-0.07395153;0.9282894;0.5060546;-0.7465692;1.313102;1.326553;-0.67261767;0.3848126;0.8204984
44.04573;3.433778;-0.07395153;0.9282894;0.5060546;-0.7482245;1.314252;1.328833;-0.67427297;0.3859626;0.8227784
44.07249;3.460529;-0.07395153;0.9282894;0.5060546;-0.7498798;1.315402;1.331112;-0.67592827;0.3871126;0.8250574
44.09089;3.478926;-0.07395153;0.9282894;0.5060546;-0.7515352;1.316552;1.333391;-0.67758367;0.3882626;0.8273364
44.11314;3.501183;-0.07395153;0.9282894;0.5060546;-0.7531905;1.317702;1.335671;-0.67923897;0.3894126;0.8296164
44.13577;3.523806;-0.07395153;0.9282894;0.5060546;-0.7548459;1.318852;1.33795;-0.68089437;0.3905626;0.8318954
44.16553;3.553565;-0.07395153;0.9282894;0.5060546;-0.7581565;1.321152;1.342509;-0.68420497;0.3928626;0.8364544
44.1858;3.573835;-0.07395153;0.9282894;0.5060546;-0.7598119;1.322302;1.344788;-0.68586037;0.3940126;0.8387334
44.2045;3.59254;-0.07395153;0.9282894;0.5060546;-0.7614672;1.323451;1.347068;-0.68751567;0.3951616;0.8410134
44.22762;3.615658;-0.07395153;0.9282894;0.5060546;-0.7631226;1.324601;1.349347;-0.68917107;0.3963116;0.8432924
44.24891;3.636949;-0.07395153;0.9282894;0.5060546;-0.7647779;1.325751;1.351627;-0.69082637;0.3974616;0.8455724
44.28245;3.670493;-0.07395153;0.9282894;0.5060546;-0.7680886;1.328051;1.356185;-0.69413707;0.3997616;0.8501304
44.30671;3.694748;-0.07395153;0.9282894;0.5060546;-0.7697439;1.329201;1.358465;-0.69579237;0.4009116;0.8524104
44.33027;3.718312;-0.07395153;0.9282894;0.5060546;-0.7713993;1.330351;1.360744;-0.69744777;0.4020616;0.8546894
44.35034;3.738382;-0.07395153;0.9282894;0.5060546;-0.7730546;1.331501;1.363024;-0.69910307;0.4032116;0.8569694
44.37169;3.759733;-0.07395153;0.9282894;0.5060546;-0.7747099;1.332651;1.365303;-0.70075837;0.4043616;0.8592484
44.39396;3.782;-0.07395153;0.9282894;0.5060546;-0.7763653;1.3338;1.367582;-0.70241377;0.4055106;0.8615274
44.41748;3.805521;-0.07395153;0.9282894;0.5060546;-0.7780206;1.33495;1.369862;-0.70406907;0.4066606;0.8638074
44.43951;3.827559;-0.07395153;0.9282894;0.5060546;-0.779676;1.3361;1.372141;-0.70572447;0.4078106;0.8660864
44.46519;3.853237;-0.07395153;0.9282894;0.5060546;-0.7829866;1.3384;1.3767;-0.70903507;0.4101106;0.8706454
44.48327;3.87132;-0.07395153;0.9282894;0.5060546;-0.784642;1.33955;1.378979;-0.71069047;0.4112606;0.8729244
44.51222;3.900266;-0.07395153;0.9282894;0.5060546;-0.7862973;1.3407;1.381259;-0.71234577;0.4124106;0.8752044
44.53159;3.919643;-0.07395153;0.9282894;0.5060546;-0.7879527;1.34185;1.383538;-0.71400117;0.4135606;0.8774834
44.55267;3.940717;-0.07395153;0.9282894;0.5060546;-0.789608;1.343;1.385818;-0.71565647;0.4147106;0.8797634
44.57449;3.962534;-0.07395153;0.9282894;0.5060546;-0.7912633;1.344149;1.388097;-0.71731177;0.4158596;0.8820424
44.60328;3.991331;-0.07395153;0.9282894;0.5060546;-0.794574;1.346449;1.392656;-0.72062247;0.4181596;0.8866014
44.626;4.014049;-0.07395153;0.9282894;0.5060546;-0.7962294;1.347599;1.394935;-0.72227787;0.4193096;0.8888804
44.64938;4.037427;-0.07395153;0.9282894;0.5060546;-0.7978847;1.348749;1.397215;-0.72393317;0.4204596;0.8911604
44.66932;4.057367;-0.07395153;0.9282894;0.5060546;-0.79954;1.349899;1.399494;-0.72558847;0.4216096;0.8934394
44.69215;4.080198;-0.07395153;0.9282894;0.5060546;-0.8011954;1.351049;1.401773;-0.72724387;0.4227596;0.8957184
44.71397;4.102027;-0.07395153;0.9282894;0.5060546;-0.8028507;1.352199;1.404053;-0.72889917;0.4239096;0.8979984
44.74187;4.129926;-0.07395153;0.9282894;0.5060546;-0.8061614;1.354499;1.408612;-0.73220987;0.4262096;0.9025574
44.75832;4.146373;-0.07395153;0.9282894;0.5060546;-0.8061614;1.354499;1.408612;-0.73220987;0.4262096;0.9025574
44.77911;4.167165;-0.07395153;0.9282894;0.5060546;-0.8078167;1.355648;1.410891;-0.73386517;0.4273586;0.9048364
44.80193;4.18998;-0.07395153;0.9282894;0.5060546;-0.8111274;1.357948;1.41545;-0.73717587;0.4296586;0.9093954
44.82421;4.212262;-0.07395153;0.9282894;0.5060546;-0.8127828;1.359098;1.417729;-0.73883127;0.4308086;0.9116744
44.84597;4.234024;-0.07395153;0.9282894;0.5060546;-0.8144381;1.360248;1.420009;-0.74048657;0.4319586;0.9139544
44.8762;4.264248;-0.07395153;0.9282894;0.5060546;-0.8160934;1.361398;1.422288;-0.74214187;0.4331086;0.9162334
44.88973;4.277783;-0.07395153;0.9282894;0.5060546;-0.8177488;1.362548;1.424567;-0.74379727;0.4342586;0.9185124
44.91127;4.299323;-0.07395153;0.9282894;0.5060546;-0.8194041;1.363698;1.426847;-0.74545257;0.4354086;0.9207924
44.93335;4.321402;-0.07395153;0.9282894;0.5060546;-0.8210595;1.364848;1.429126;-0.74710797;0.4365586;0.9230714
44.95551;4.343562;-0.07395153;0.9282894;0.5060546;-0.8227148;1.365997;1.431406;-0.74876327;0.4377076;0.9253514
44.97686;4.364913;-0.07395153;0.9282894;0.5060546;-0.8243701;1.367147;1.433685;-0.75041857;0.4388576;0.9276304
44.99706;4.385104;-0.07395153;0.9282894;0.5060546;-0.8260255;1.368297;1.435964;-0.75207397;0.4400076;0.9299094
45.01926;4.407315;-0.07395153;0.9282894;0.5060546;-0.8276808;1.369447;1.438244;-0.75372927;0.4411576;0.9321894
45.04232;4.430371;-0.07395153;0.9282894;0.5060546;-0.8309915;1.371747;1.442803;-0.75703997;0.4434576;0.9367484
